*PPA*-1,-NONE-,2
*PPA*-2,-NONE-,2
*PPA*-3,-NONE-,3
*RNR*-1,-NONE-,34
*RNR*-2,-NONE-,5
*RNR*-4,-NONE-,2
*T*-1,-NONE-,806
*T*-10,-NONE-,2
*T*-100,-NONE-,1
*T*-101,-NONE-,1
*T*-102,-NONE-,1
*T*-103,-NONE-,1
*T*-104,-NONE-,1
*T*-105,-NONE-,1
*T*-106,-NONE-,1
*T*-107,-NONE-,1
*T*-108,-NONE-,1
*T*-109,-NONE-,1
*T*-11,-NONE-,2
*T*-110,-NONE-,1
*T*-111,-NONE-,1
*T*-112,-NONE-,1
*T*-113,-NONE-,1
*T*-114,-NONE-,1
*T*-115,-NONE-,1
*T*-116,-NONE-,1
*T*-117,-NONE-,1
*T*-118,-NONE-,1
*T*-119,-NONE-,1
*T*-12,-NONE-,2
*T*-120,-NONE-,1
*T*-121,-NONE-,1
*T*-122,-NONE-,1
*T*-123,-NONE-,1
*T*-124,-NONE-,1
*T*-125,-NONE-,1
*T*-126,-NONE-,1
*T*-127,-NONE-,1
*T*-128,-NONE-,1
*T*-129,-NONE-,1
*T*-13,-NONE-,2
*T*-130,-NONE-,1
*T*-131,-NONE-,1
*T*-132,-NONE-,1
*T*-133,-NONE-,1
*T*-134,-NONE-,1
*T*-135,-NONE-,1
*T*-136,-NONE-,1
*T*-137,-NONE-,1
*T*-138,-NONE-,1
*T*-139,-NONE-,1
*T*-14,-NONE-,2
*T*-140,-NONE-,1
*T*-141,-NONE-,1
*T*-142,-NONE-,1
*T*-143,-NONE-,1
*T*-144,-NONE-,1
*T*-145,-NONE-,1
*T*-146,-NONE-,1
*T*-147,-NONE-,1
*T*-148,-NONE-,1
*T*-149,-NONE-,1
*T*-15,-NONE-,2
*T*-150,-NONE-,1
*T*-151,-NONE-,1
*T*-152,-NONE-,1
*T*-153,-NONE-,1
*T*-154,-NONE-,1
*T*-155,-NONE-,1
*T*-156,-NONE-,1
*T*-157,-NONE-,1
*T*-158,-NONE-,1
*T*-159,-NONE-,1
*T*-16,-NONE-,2
*T*-160,-NONE-,1
*T*-161,-NONE-,1
*T*-162,-NONE-,1
*T*-163,-NONE-,1
*T*-164,-NONE-,1
*T*-165,-NONE-,1
*T*-166,-NONE-,1
*T*-167,-NONE-,1
*T*-168,-NONE-,1
*T*-169,-NONE-,1
*T*-17,-NONE-,2
*T*-170,-NONE-,1
*T*-171,-NONE-,1
*T*-172,-NONE-,1
*T*-173,-NONE-,1
*T*-174,-NONE-,1
*T*-175,-NONE-,1
*T*-176,-NONE-,1
*T*-177,-NONE-,1
*T*-178,-NONE-,1
*T*-179,-NONE-,1
*T*-18,-NONE-,2
*T*-180,-NONE-,1
*T*-181,-NONE-,1
*T*-182,-NONE-,1
*T*-183,-NONE-,1
*T*-184,-NONE-,1
*T*-185,-NONE-,1
*T*-186,-NONE-,1
*T*-187,-NONE-,1
*T*-188,-NONE-,1
*T*-189,-NONE-,1
*T*-19,-NONE-,2
*T*-190,-NONE-,1
*T*-191,-NONE-,1
*T*-192,-NONE-,1
*T*-193,-NONE-,1
*T*-194,-NONE-,1
*T*-195,-NONE-,1
*T*-196,-NONE-,1
*T*-197,-NONE-,1
*T*-198,-NONE-,1
*T*-199,-NONE-,1
*T*-2,-NONE-,345
*T*-20,-NONE-,2
*T*-200,-NONE-,1
*T*-201,-NONE-,1
*T*-202,-NONE-,1
*T*-203,-NONE-,1
*T*-204,-NONE-,1
*T*-205,-NONE-,1
*T*-206,-NONE-,1
*T*-207,-NONE-,1
*T*-208,-NONE-,1
*T*-21,-NONE-,2
*T*-210,-NONE-,1
*T*-211,-NONE-,1
*T*-212,-NONE-,1
*T*-213,-NONE-,1
*T*-214,-NONE-,1
*T*-215,-NONE-,1
*T*-216,-NONE-,1
*T*-217,-NONE-,1
*T*-218,-NONE-,1
*T*-219,-NONE-,1
*T*-22,-NONE-,2
*T*-220,-NONE-,1
*T*-221,-NONE-,1
*T*-222,-NONE-,1
*T*-223,-NONE-,1
*T*-224,-NONE-,1
*T*-225,-NONE-,1
*T*-226,-NONE-,1
*T*-227,-NONE-,1
*T*-228,-NONE-,1
*T*-229,-NONE-,1
*T*-23,-NONE-,2
*T*-230,-NONE-,1
*T*-231,-NONE-,1
*T*-232,-NONE-,1
*T*-233,-NONE-,1
*T*-234,-NONE-,1
*T*-235,-NONE-,1
*T*-236,-NONE-,1
*T*-237,-NONE-,1
*T*-238,-NONE-,1
*T*-239,-NONE-,1
*T*-24,-NONE-,2
*T*-240,-NONE-,1
*T*-241,-NONE-,1
*T*-242,-NONE-,1
*T*-243,-NONE-,1
*T*-244,-NONE-,1
*T*-245,-NONE-,1
*T*-246,-NONE-,1
*T*-247,-NONE-,1
*T*-248,-NONE-,1
*T*-249,-NONE-,1
*T*-25,-NONE-,2
*T*-250,-NONE-,1
*T*-251,-NONE-,1
*T*-252,-NONE-,1
*T*-253,-NONE-,1
*T*-254,-NONE-,1
*T*-255,-NONE-,1
*T*-256,-NONE-,1
*T*-257,-NONE-,1
*T*-258,-NONE-,1
*T*-259,-NONE-,1
*T*-26,-NONE-,2
*T*-260,-NONE-,1
*T*-27,-NONE-,2
*T*-28,-NONE-,2
*T*-29,-NONE-,2
*T*-3,-NONE-,97
*T*-30,-NONE-,2
*T*-31,-NONE-,2
*T*-32,-NONE-,2
*T*-33,-NONE-,2
*T*-34,-NONE-,2
*T*-35,-NONE-,2
*T*-36,-NONE-,2
*T*-37,-NONE-,2
*T*-38,-NONE-,2
*T*-39,-NONE-,2
*T*-4,-NONE-,23
*T*-40,-NONE-,2
*T*-41,-NONE-,2
*T*-42,-NONE-,2
*T*-43,-NONE-,2
*T*-44,-NONE-,2
*T*-45,-NONE-,2
*T*-46,-NONE-,2
*T*-47,-NONE-,2
*T*-48,-NONE-,2
*T*-49,-NONE-,2
*T*-5,-NONE-,5
*T*-50,-NONE-,2
*T*-51,-NONE-,3
*T*-52,-NONE-,2
*T*-53,-NONE-,2
*T*-54,-NONE-,2
*T*-55,-NONE-,2
*T*-56,-NONE-,2
*T*-57,-NONE-,2
*T*-58,-NONE-,2
*T*-59,-NONE-,2
*T*-6,-NONE-,2
*T*-60,-NONE-,2
*T*-61,-NONE-,2
*T*-62,-NONE-,2
*T*-63,-NONE-,2
*T*-64,-NONE-,2
*T*-65,-NONE-,2
*T*-66,-NONE-,2
*T*-67,-NONE-,2
*T*-68,-NONE-,2
*T*-69,-NONE-,2
*T*-7,-NONE-,2
*T*-70,-NONE-,2
*T*-71,-NONE-,2
*T*-72,-NONE-,2
*T*-73,-NONE-,2
*T*-74,-NONE-,2
*T*-75,-NONE-,2
*T*-76,-NONE-,2
*T*-77,-NONE-,2
*T*-78,-NONE-,2
*T*-79,-NONE-,2
*T*-8,-NONE-,2
*T*-80,-NONE-,2
*T*-81,-NONE-,2
*T*-82,-NONE-,1
*T*-83,-NONE-,1
*T*-84,-NONE-,1
*T*-85,-NONE-,1
*T*-86,-NONE-,1
*T*-87,-NONE-,1
*T*-88,-NONE-,1
*T*-89,-NONE-,1
*T*-9,-NONE-,2
*T*-90,-NONE-,1
*T*-91,-NONE-,1
*T*-92,-NONE-,2
*T*-93,-NONE-,1
*T*-94,-NONE-,1
*T*-95,-NONE-,1
*T*-96,-NONE-,1
*T*-97,-NONE-,1
*T*-98,-NONE-,1
*T*-99,-NONE-,1
*U*,-NONE-,744
",",",",4885
-,:,4
--,:,230
-LCB-,-LRB-,14
-LRB-,-LRB-,106
-RCB-,-RRB-,14
-RRB-,-RRB-,112
.,.,3828
...,:,16
0,-NONE-,1099
0.0085,CD,1
0.05,CD,1
0.1,CD,3
0.16,CD,1
0.2,CD,1
0.25,CD,3
0.28,CD,1
0.3,CD,2
0.4,CD,1
0.5,CD,1
0.50,CD,1
0.54,CD,1
0.56,CD,1
0.60,CD,1
0.7,CD,1
0.82,CD,3
0.84,CD,1
0.9,CD,2
0.95,CD,1
0.99,CD,1
1,CD,40
1,LS,3
"1,000",CD,7
"1,050,000",CD,1
"1,100",CD,2
"1,200",CD,1
"1,298",CD,1
"1,400",CD,1
"1,460",CD,1
"1,500",CD,3
"1,570",CD,1
"1,620",CD,1
"1,880",CD,1
1.01,CD,1
1.1,CD,6
1.125,CD,2
1.14,CD,1
1.1650,CD,1
1.17,CD,1
1.18,CD,1
1.19,CD,1
1.2,CD,3
1.20,CD,1
1.24,CD,1
1.25,CD,3
1.26,CD,2
1.28,CD,1
1.35,CD,1
1.39,CD,1
1.4,CD,1
1.457,CD,1
1.46,CD,1
1.49,CD,1
1.5,CD,7
1.50,CD,1
1.55,CD,2
1.56,CD,1
1.5755,CD,1
1.5805,CD,1
1.6,CD,3
1.61,CD,1
1.637,CD,1
1.64,CD,2
1.65,CD,3
1.7,CD,2
1.75,CD,1
1.76,CD,2
1.8,CD,2
1.82,CD,1
1.8415,CD,2
1.85,CD,2
1.8500,CD,3
1.9,CD,1
1.916,CD,1
1.92,CD,1
10,CD,51
"10,000",CD,18
10-day,JJ,4
10-lap,JJ,1
10-year,CD,1
10-year,JJ,4
10.19,CD,1
10.2,CD,3
10.5,CD,1
100,CD,40
"100,000",CD,6
"100,980",CD,1
100-megabyte,JJ,1
100-share,JJ,2
101,CD,2
102,CD,2
103,CD,1
105,CD,1
106,CD,1
107,CD,2
107.03,CD,1
107.9,CD,1
108,CD,1
109.73,CD,1
10th,JJ,1
11,CD,17
"11,000",CD,2
"11,390,000",CD,1
"11,762",CD,1
11-month-old,JJ,1
11.10,CD,1
11.5,CD,1
11.57,CD,1
11.6,CD,1
11.72,CD,1
11.95,CD,1
110,CD,1
111,CD,2
112.9,CD,1
113.2,CD,1
114,CD,1
115,CD,2
116.3,CD,1
116.4,CD,1
116.7,CD,1
116.9,CD,1
118,CD,2
118.6,CD,1
119,CD,1
11\/16,CD,1
11th,JJ,1
12,CD,23
"12,252",CD,1
12-member,JJ,1
12-point,JJ,3
12-year,JJ,1
12.09,CD,1
12.5,CD,6
12.52,CD,1
12.68,CD,1
12.7,CD,1
12.82,CD,1
12.97,CD,1
120,CD,6
"120,000",CD,1
120-a-share,JJ,1
120.7,CD,1
1206.26,CD,1
121.6,CD,1
125,CD,4
"126,000",CD,1
126.1,CD,1
126.15,CD,1
127.03,CD,1
128,CD,1
129.91,CD,1
12\/32,CD,1
13,CD,26
"13,056",CD,1
13.1,CD,1
13.15,CD,1
13.5,CD,1
13.50,CD,1
13.625,CD,1
13.65,CD,2
13.73,CD,1
13.8,CD,3
13.90,CD,1
130,CD,10
130.6,CD,1
130.7,CD,1
131.01,CD,1
132,CD,1
"132,000",CD,1
132.9,CD,1
133,CD,1
133.7,CD,1
133.8,CD,1
135,CD,1
138,CD,1
139,CD,1
13\/16,CD,1
14,CD,12
"14,821",CD,1
14-hour,JJ,1
14.,CD,1
14.00,CD,1
14.13,CD,1
14.26,CD,1
14.28,CD,1
14.43,CD,1
14.5,CD,1
14.53,CD,1
14.54,CD,1
14.6,CD,1
14.75,CD,1
14.99,CD,1
140,CD,3
141.9,CD,1
142.84,CD,1
142.85,CD,2
143.08,CD,1
143.80,CD,3
143.93,CD,1
144,CD,1
145,CD,2
148,CD,1
148.9,CD,1
149,CD,1
149.9,CD,1
14\/32,CD,1
15,CD,42
"15,000",CD,21
15-day,JJ,1
15.5,CD,1
150,CD,6
"150,000",CD,1
150-point,JJ,1
150.00,CD,1
"152,000",CD,1
153.3,CD,1
"154,240,000",CD,2
154.2,CD,1
155,CD,2
"158,666",CD,1
16,CD,12
"16,000",CD,2
"16,072",CD,1
16.05,CD,1
16.09,CD,1
16.125,CD,1
16.2,CD,1
16.5,CD,1
16.68,CD,1
16.7,CD,3
16.9,CD,1
160,CD,1
1614,CD,1
1637,CD,1
169.9,CD,1
16\/32,CD,1
17,CD,15
17-year-old,JJ,1
17.3,CD,3
17.4,CD,1
17.5,CD,1
17.95,CD,2
170,CD,1
"170,000",CD,1
"170,262",CD,1
1738.1,CD,1
175,CD,2
176,CD,1
176.1,CD,1
177,CD,2
1787,CD,1
179,CD,2
18,CD,18
"18,000",CD,2
"18,444",CD,1
18-a-share,JJ,1
18-year-old,JJ,1
18.3,CD,1
18.6,CD,1
18.95,CD,1
180,CD,5
184,CD,1
185.9,CD,1
187,CD,1
188,CD,2
188.84,CD,1
19,CD,8
19-month-old,JJ,1
19.3,CD,1
19.50,CD,1
19.6,CD,2
19.94,CD,1
19.95,CD,1
190,CD,2
190-point,JJ,1
1901,CD,1
1903,CD,1
191.9,CD,1
1917,CD,1
1920s,CD,1
1920s,NNS,1
1925,CD,1
1928-33,CD,1
1929,CD,3
1933,CD,1
1934,CD,1
1937-40,CD,1
1940s,CD,1
1948,CD,2
195,CD,3
1950s,CD,2
1953,CD,1
1955,CD,1
1956,CD,2
1960s,CD,2
1961,CD,1
1965,CD,2
1966,CD,1
1967,CD,1
1968,CD,1
1969,CD,1
1970,CD,4
1970s,CD,2
1971,CD,2
1972,CD,4
1973,CD,1
1973-75,CD,1
1975,CD,3
1976,CD,5
1977,CD,6
1979,CD,6
198,CD,1
1980,CD,1
1980s,CD,4
1980s,NN,1
1981,CD,4
1982,CD,5
1983,CD,5
1983-85,CD,1
1984,CD,8
1985,CD,17
1986,CD,10
1986-87,CD,1
1987,CD,32
1987-88,CD,1
1988,CD,45
1988-89,CD,1
1989,CD,40
1989-90,CD,3
1990,CD,43
1990-91,CD,1
1990s,CD,1
1990s,NNS,1
1991,CD,18
1991-1999,CD,1
1991-2000,CD,1
1992,CD,8
1992-1999,CD,1
1993,CD,5
1994,CD,3
1995,CD,1
1996,CD,1
1997,CD,1
1998,CD,1
1999,CD,5
1:30,CD,1
1\/10th,NN,1
1\/2,CD,27
1\/4,CD,12
1\/8,CD,11
1st,CD,1
2,CD,27
2,LS,3
"2,000",CD,3
"2,050-passenger",JJ,1
"2,099",CD,1
"2,303,328",CD,1
"2,410",CD,1
"2,500",CD,4
"2,700",CD,1
2-3,CD,1
2-8,CD,1
2.07,CD,1
2.1,CD,3
2.15,CD,1
2.19,CD,1
2.2,CD,4
2.25,CD,1
2.29,CD,1
2.3,CD,3
2.30,CD,1
2.35,CD,1
2.375,CD,1
2.4,CD,2
2.42,CD,1
2.44,CD,1
2.46,CD,1
2.47,CD,1
2.5,CD,4
2.50,CD,4
2.6,CD,2
2.62,CD,1
2.65,CD,1
2.7,CD,3
2.75,CD,1
2.8,CD,3
2.80,CD,1
2.87,CD,2
2.875,CD,1
2.9,CD,2
2.95,CD,1
20,CD,25
"20,000",CD,5
20-point,JJ,1
20-stock,JJ,1
20.07,CD,1
20.5,CD,1
200,CD,11
"200,000",CD,2
2000,CD,2
2003\/2007,CD,1
2005,CD,2
2009,CD,9
2017,CD,2
2019,CD,6
2029,CD,3
203,CD,2
20s,CD,1
21,CD,12
"21,000",CD,1
21-month,JJ,1
21.1,CD,1
21.9,CD,1
210,CD,1
"210,000",CD,1
212,CD,1
214,CD,1
2141.7,CD,1
2160.1,CD,1
2163.2,CD,1
22,CD,4
22.75,CD,1
220,CD,1
220.45,CD,1
221.4,CD,1
225,CD,2
"225,000",CD,1
225.6,CD,1
"226,570,380",CD,1
227,CD,1
228,CD,2
22\/32,CD,3
23,CD,8
"23,000",CD,1
"23,403",CD,1
23.25,CD,1
23.4,CD,1
23.5,CD,4
23.72,CD,1
230-215,CD,1
234.4,CD,1
235,CD,1
236.74,CD,1
236.79,CD,1
237-seat,JJ,1
"238,000-circulation",JJ,1
24,CD,9
"24,000",CD,1
24.95,CD,1
240,CD,2
"240,000",CD,1
240-page,JJ,1
241,CD,1
"244,000",CD,1
245,CD,1
25,CD,13
"25,000",CD,5
25-year-old,JJ,1
25.50,CD,1
25.6,CD,1
250,CD,7
"250,000",CD,1
251.2,CD,1
257,CD,1
26,CD,2
"26,000",CD,1
"26,956",CD,1
26.2,CD,1
26.5,CD,1
26.8,CD,2
260,CD,1
263.07,CD,1
2645.90,CD,3
266,CD,1
2691.19,CD,1
27,CD,5
27-year,JJ,1
27.1,CD,1
27.4,CD,1
270,CD,2
"271,124",CD,1
271-147,CD,1
273.5,CD,1
274,CD,1
275,CD,1
278.7,CD,1
28,CD,4
28.25,CD,1
28.36,CD,1
28.4,CD,1
28.5,CD,1
28.53,CD,1
28.6,CD,1
280,CD,1
282,CD,1
286,CD,1
29,CD,5
29.3,CD,1
29.4,CD,1
29.9,CD,1
292.32,CD,1
295,CD,1
29year,JJ,1
2\/32,CD,3
3,CD,17
3,LS,3
"3,040,000",CD,1
"3,250,000",CD,1
"3,288,453",CD,1
"3,500",CD,2
"3,600",CD,1
3-4,CD,1
3.01,CD,1
3.04,CD,1
3.1,CD,5
3.16,CD,1
3.18,CD,3
3.19,CD,1
3.2,CD,4
3.20,CD,1
3.23,CD,1
3.253,CD,1
3.28,CD,1
3.3,CD,3
3.35,CD,2
3.375,CD,2
3.4,CD,1
3.42,CD,1
3.43,CD,1
3.5,CD,3
3.55,CD,1
3.6,CD,2
3.61,CD,1
3.625,CD,1
3.7,CD,4
3.75,CD,2
3.8,CD,4
3.80,CD,1
3.9,CD,2
30,CD,47
"30,000",CD,4
"30,537",CD,1
"30,841",CD,1
30-day,JJ,8
30-minute,JJ,1
30-point,JJ,2
30-share,JJ,1
30-year,JJ,11
30.6,CD,1
30.9,CD,1
300,CD,9
"300,000",CD,1
300-113,CD,1
300-a-share,JJ,2
300-day,JJ,1
301,CD,1
3057,CD,1
306,CD,1
30s,CD,1
31,CD,16
31-year-old,JJ,1
310,CD,2
313,CD,1
319.75,CD,1
32,CD,4
32.8,CD,1
320,CD,1
321,CD,1
"321,000",CD,1
"325,000",CD,1
326,CD,1
33,CD,7
"331,000",CD,1
334.5,CD,1
339,CD,1
34,CD,2
34.625,CD,1
"340,000",CD,1
341.20,CD,1
343,CD,1
3436.58,CD,1
35,CD,7
35.2,CD,1
35.7,CD,2
350,CD,1
"350,000",CD,2
352.7,CD,1
352.9,CD,1
353,CD,1
35500.64,CD,1
35564.43,CD,1
36,CD,1
36-day,JJ,1
36-minute,JJ,1
36-store,JJ,1
36.9,CD,1
360,CD,1
"361,376",CD,1
361.8,CD,1
3648.82,CD,1
37,CD,3
37-a-share,JJ,1
37-year-old,JJ,1
37.3,CD,1
37.5,CD,2
370,CD,1
372.14,CD,1
372.9,CD,1
374.19,CD,1
374.20,CD,1
377.60,CD,1
38,CD,2
38.3,CD,1
38.375,CD,1
38.5,CD,1
38.875,CD,1
380,CD,1
382-37,CD,1
386,CD,2
387.8,CD,1
388,CD,1
39,CD,2
"396,000",CD,1
397,CD,1
3:15,CD,1
3\/4,CD,28
3\/8,CD,15
4,CD,15
4,LS,1
"4,000",CD,2
"4,393,237",CD,1
"4,645",CD,1
4.1,CD,2
4.10,CD,1
4.2,CD,2
4.25,CD,2
4.3,CD,2
4.4,CD,4
4.5,CD,1
4.55,CD,1
4.6,CD,2
4.7,CD,2
4.75,CD,1
4.8,CD,2
4.875,CD,1
4.898,CD,1
4.9,CD,1
40,CD,24
"40,000",CD,1
40-megabyte,JJ,1
40-year-old,JJ,1
40.21,CD,1
400,CD,7
"400,000",CD,1
405,CD,1
41,CD,4
41.60,CD,1
415,CD,1
415.6,CD,1
415.8,CD,1
42,CD,4
42-year,JJ,1
42.1,CD,1
42.5,CD,2
420,CD,1
422.5,CD,1
43,CD,3
43-year-old,JJ,1
43.875,CD,1
430,CD,1
434.4,CD,1
436.01,CD,1
44,CD,4
445,CD,1
446.62,CD,1
449.04,CD,1
45,CD,9
"45,000",CD,3
45-a-share,JJ,1
45.2,CD,1
45.3,CD,1
45.75,CD,1
450,CD,4
451,CD,1
454,CD,1
456.64,CD,1
458,CD,1
46,CD,4
46.1,CD,1
467,CD,1
47,CD,5
47.1,CD,1
47.125,CD,2
47.5,CD,1
47.6,CD,3
472,CD,1
48,CD,4
49,CD,6
49.9,CD,1
490,CD,1
492,CD,1
494.50,CD,1
497.34,CD,1
5,CD,18
5,LS,1
"5,000",CD,12
"5,699",CD,1
5.1,CD,1
5.2180,CD,1
5.276,CD,1
5.29,CD,1
5.3,CD,1
5.39,CD,1
5.4,CD,2
5.435,CD,1
5.5,CD,3
5.57,CD,1
5.6,CD,1
5.63,CD,1
5.7,CD,1
5.70,CD,1
5.8,CD,1
5.82,CD,1
5.9,CD,1
5.92,CD,1
50,CD,46
"50,000",CD,4
50-50,CD,1
50-state,JJ,1
50.1,CD,1
50.38,CD,1
50.45,CD,1
500,CD,38
"500,000",CD,3
"500,004",CD,1
500-Stock,NNP,1
500-stock,JJ,2
501,CD,1
50\/50,CD,1
51,CD,7
51-year-old,JJ,1
51.25,CD,1
51.6,CD,1
512,CD,1
52,CD,3
52-week,JJ,1
520-lawyer,JJ,1
53,CD,4
53-year-old,JJ,1
534,CD,1
54,CD,1
54-year-old,JJ,1
55,CD,10
55-a-share,JJ,1
55-year-old,NN,1
55.1,CD,1
"550,000",CD,1
56,CD,1
566.54,CD,1
57,CD,2
57.50,CD,2
57.6,CD,1
57.7,CD,1
570,CD,1
576,CD,1
58,CD,4
58-year-old,JJ,1
58.64,CD,1
59,CD,6
59-year-old,JJ,1
59.6,CD,1
59.9,CD,2
598,CD,1
5\/8,CD,13
6,CD,17
"6,000",CD,2
"6,500",CD,1
"6,799",CD,1
6.03,CD,1
6.1,CD,2
6.20,CD,3
6.21,CD,1
6.25,CD,2
6.4,CD,1
6.40,CD,3
6.44,CD,1
6.5,CD,2
6.50,CD,1
6.53,CD,1
6.6,CD,2
6.7,CD,1
6.70,CD,1
6.79,CD,2
6.84,CD,1
6.9,CD,2
60,CD,13
"60,000",CD,2
60.36,CD,1
600,CD,3
"600,000",CD,2
605,CD,2
"608,413",CD,1
609,CD,1
61,CD,5
618.1,CD,1
62,CD,7
62%-owned,JJ,2
62-year-old,JJ,1
62.1,CD,1
62.5,CD,2
62.625,CD,1
620,CD,1
63,CD,5
63-year-old,JJ,1
63.79,CD,1
630.9,CD,1
64,CD,3
64-year-old,JJ,2
64.5,CD,1
644,CD,2
"645,000",CD,2
65,CD,7
66.5,CD,1
666,CD,1
672,CD,1
68,CD,2
69,CD,2
69-point,JJ,1
692,CD,1
6\/2,CD,1
7,CD,20
"7,500",CD,2
7.15,CD,1
7.2,CD,2
7.20,CD,1
7.272,CD,3
7.3,CD,4
7.4,CD,1
7.40,CD,2
7.422,CD,1
7.45,CD,1
7.458,CD,3
7.5,CD,3
7.50,CD,1
7.52,CD,1
7.55,CD,1
7.60,CD,1
7.62,CD,1
7.63,CD,1
7.65,CD,1
7.74,CD,2
7.78,CD,1
7.79,CD,1
7.8,CD,1
7.80,CD,1
7.84,CD,1
7.88,CD,4
7.90,CD,4
7.95,CD,2
70,CD,13
70-a-share,JJ,1
70.2,CD,1
70.7,CD,2
700,CD,1
"700,000",CD,1
701,CD,1
705.6,CD,1
71,CD,3
"71,309",CD,1
72,CD,2
72.7,CD,1
721,CD,1
722,CD,1
73,CD,2
730,CD,1
734.9,CD,1
737.5,CD,1
75,CD,8
75-year-old,CD,1
750,CD,3
"750,000",CD,2
753,CD,1
76,CD,1
767,CD,3
77,CD,2
"77,000",CD,1
77.56,CD,1
77.6,CD,1
77.70,CD,1
777,CD,1
778,CD,1
